geopixel,auc
108_452,0.8326923076923076
108_453,0.7903075489282386
108_454,0.8536796536796537
108_455,0.8297491039426523
108_456,0.9045454545454545
108_457,0.8477777777777777
108_458,0.75
108_459,0.8668831168831169
108_460,0.875
108_461,1.0
109_408,0.7142857142857143
109_409,0.7764705882352941
109_410,0.7564102564102564
109_411,0.8311111111111111
109_412,0.8725806451612903
109_413,0.8311111111111111
109_414,0.8761904761904762
109_415,0.6590909090909091
109_416,0.7929292929292929
109_417,0.7272727272727273
109_418,0.925
109_419,0.8583333333333333
109_420,0.801169590643275
109_421,0.5753086419753087
109_422,0.8858974358974359
109_423,0.8365384615384616
109_424,0.8426724137931034
109_425,0.8553113553113553
109_426,0.8660714285714286
109_427,0.662037037037037
109_428,0.8538324420677362
109_429,0.8271604938271605
109_430,0.8095238095238095
109_431,0.7664141414141414
109_432,0.9090909090909092
109_433,0.900709219858156
109_434,0.7872596153846154
109_435,0.8503134796238245
109_436,0.7920258620689655
109_437,0.8301314459049545
109_438,0.7403225806451612
109_439,0.935064935064935
109_440,0.75
109_441,0.9375
109_442,0.8375
109_443,0.8571428571428572
109_444,0.5
109_445,0.6000000000000001
109_446,0.7272727272727273
109_447,0.8061224489795918
109_448,0.9276974416017797
109_449,0.8275362318840579
109_450,0.8439849624060151
109_451,0.8113425925925927
109_452,0.8873626373626373
109_453,0.8712121212121213
109_454,0.8089468779123952
109_455,0.8112701252236135
109_456,0.7655038759689922
109_457,0.8117647058823529
109_458,0.8276209677419355
109_459,0.7330827067669173
109_460,1.0
110_408,0.7916666666666666
110_409,0.8235294117647058
110_410,0.6086956521739131
110_411,0.8921568627450981
